2025-05-16 15:20:43 INFO  c.r.rxviewui.controller.LoginPage - logged In
2025-05-16 15:20:44 INFO  c.r.r.service.login.LoginController - ip mismatched 192.168.126.140 and 192.168.12.10
2025-05-16 15:20:44 INFO  c.r.r.service.login.LoginController - IP not found
2025-05-16 15:20:44 INFO  c.r.r.service.login.LoginController - initialized
2025-05-16 15:20:47 INFO  c.r.r.service.login.LoginController - No devices found!!!
2025-05-16 15:20:51 INFO  c.r.r.service.study.StudyService - Image received
2025-05-16 15:20:52 INFO  c.r.r.service.study.StudyService - Mat is not empty
2025-05-16 15:20:52 INFO  c.r.r.service.study.StudyService - rectW rectH 90.0 * 30.0
2025-05-16 15:20:52 INFO  c.r.r.service.study.StudyService - multiple 1.0
2025-05-16 15:20:52 INFO  c.r.r.service.study.StudyService - rectW rectH 90.0 * 30.0
2025-05-16 15:20:52 INFO  c.r.r.service.study.StudyService - multiple 1.0
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:20:52 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
2025-05-16 15:20:52 INFO  c.r.r.m.I.i.ImageDrawWrapperHandling -  crop rect after {0, 0, 1024x838} and W * H is 838.0 1024.0
2025-05-16 15:20:53 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:20:53 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:20:53 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
2025-05-16 15:20:53 INFO  c.r.r.m.I.D.MainDrawTool - ImagingParams is null
2025-05-16 15:21:13 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:21:13 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:21:13 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
2025-05-16 15:21:13 INFO  c.r.r.m.I.D.CanvasMainChange - redraw Rectangle: {0, 0, 1024x838} 
2025-05-16 15:21:13 INFO  c.r.r.m.I.D.CanvasMainChange - drawingCanvas 1024x838
2025-05-16 15:21:13 INFO  c.r.r.m.I.D.CanvasMainChange - displayImage 1024.0 838.0
