2025-05-17 11:03:54 INFO  c.r.rxviewui.controller.LoginPage - logged In
2025-05-17 11:09:01 INFO  c.r.rxviewui.controller.ExportWindow - inside createDicomFile
2025-05-17 11:09:01 INFO  c.r.rxviewui.controller.ExportWindow - images ready
2025-05-17 11:09:01 INFO  c.r.rxviewui.controller.ExportWindow - meta data is ready
2025-05-17 11:09:01 INFO  c.r.rxviewui.controller.ExportWindow - dicom file ready
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:09:03 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:10:21 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:21 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:10:21 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:10:21 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:10:22 INFO  c.r.r.service.study.StudyService - Image received
2025-05-17 11:10:23 INFO  c.r.r.service.study.StudyService - Mat is not empty
2025-05-17 11:10:23 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:23 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:23 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:23 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:23 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:23 INFO  c.r.r.m.I.D.MainDrawTool - ImagingParams is null
2025-05-17 11:10:24 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:34 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:35 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:37 INFO  c.r.r.s.study.StudyMainController - saving for export...
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:37 INFO  c.r.rxviewui.controller.ExportWindow - initialized
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:37 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:41 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:10:42 INFO  c.r.rxviewui.controller.ExportStudy - after last redraw
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:10:42 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:10:43 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:43 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:10:43 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:10:43 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:10:43 INFO  c.r.rxviewui.controller.ExportStudy - after last redraw
2025-05-17 11:10:43 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:44 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:44 INFO  c.r.rxviewui.controller.ExportStudy - after last redraw
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:10:46 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:11:05 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:11:25 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 722.2468085106383 y 180.04468085106382 end x 673.2255319148936 y 341.27021276595747
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 722.2468085106383 y 180.04468085106382 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 673.2255319148936 y 341.27021276595747 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:21:32 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:28:38 INFO  c.r.r.s.study.StudyMainController - saving for export...
2025-05-17 11:28:38 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:28:38 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:28:38 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:28:38 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:28:39 INFO  c.r.rxviewui.controller.ExportWindow - initialized
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 1.0 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - line start x 130.87446808510637 y 252.73191489361702 end x 154.8404255319149 y 520.7148936170213
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 130.87446808510637 y 252.73191489361702 
2025-05-17 11:28:39 INFO  c.r.r.m.I.D.CanvasMainChange - ellipse center x 154.8404255319149 y 520.7148936170213 
2025-05-17 11:28:46 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
2025-05-17 11:28:47 INFO  c.r.r.m.I.D.CanvasMainChange - DynamicCanvasElementsResize.getMultiple() 2.98046875 
