2025-04-14 17:13:14 INFO  c.r.rxviewui.controller.LoginPage - logged In
2025-04-14 17:13:15 INFO  c.r.r.service.login.LoginController - ip mismatched 192.168.24.139 and 192.168.12.10
2025-04-14 17:13:15 INFO  c.r.r.service.login.LoginController - IP not found
2025-04-14 17:13:15 INFO  c.r.r.service.login.LoginController - initialized
2025-04-14 17:13:19 INFO  c.r.r.service.study.StudyService - Image received
2025-04-14 17:13:19 INFO  c.r.r.service.login.LoginController - No devices found!!!
2025-04-14 17:13:20 INFO  c.r.r.service.study.StudyService - Mat is not empty
2025-04-14 17:13:20 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:20 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:21 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:21 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:21 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:21 INFO  c.r.r.m.I.D.MainDrawTool - ImagingParams is null
2025-04-14 17:13:25 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:25 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:25 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:25 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:26 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:27 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
2025-04-14 17:13:30 INFO  c.r.r.m.I.D.CanvasMainChange - redraw crop rect {0, 0, 1024x838}
